Timestamp,Rssi,Snr,SequenceNumber,SpreadingFactor,TxPower,Bandwidth
132963208110012109,-81,8,1901,7,14,2
132963208110753094,-81,8,1902,7,14,2
132963208111547194,-82,9,1903,7,14,2
132963208112237494,-83,9,1904,7,14,2
132963208113116293,-84,9,1905,7,14,2
132963208113756593,-85,9,1906,7,14,2
132963208114532470,-86,9,1907,7,14,2
132963208115207104,-85,8,1908,7,14,2
132963208115923688,-86,9,1909,7,14,2
132963208116418989,-86,8,1910,7,14,2
132963208117485599,-87,8,1911,7,14,2
132963208118102694,-85,8,1912,7,14,2
132963208118810906,-83,8,1913,7,14,2
132963208119552845,-82,8,1914,7,14,2
132963208120283659,-81,8,1915,7,14,2
132963208120930278,-81,9,1916,7,14,2
132963208121556306,-81,8,1917,7,14,2
132963208122588173,-81,8,1918,7,14,2
132963208123361555,-81,8,1919,7,14,2
132963208124096175,-81,8,1920,7,14,2
132963208124827271,-82,9,1921,7,14,2
132963208125508563,-82,9,1922,7,14,2
132963208126336029,-82,9,1923,7,14,2
132963208127048046,-83,8,1924,7,14,2
132963208127968304,-83,9,1925,7,14,2
132963208128699186,-82,9,1926,7,14,2
132963208129318621,-82,8,1927,7,14,2
132963208130056844,-82,9,1928,7,14,2
132963208130877543,-81,9,1929,7,14,2
132963208131297799,-81,8,1930,7,14,2
132963208132353619,-82,9,1931,7,14,2
132963208133135678,-82,8,1932,7,14,2
132963208133747777,-82,9,1933,7,14,2
132963208134442488,-83,9,1934,7,14,2
132963208135021482,-83,9,1935,7,14,2
132963208136133193,-82,8,1936,7,14,2
132963208137034960,-82,8,1937,7,14,2
132963208137581491,-82,9,1938,7,14,2
132963208138207453,-82,8,1939,7,14,2
132963208138966943,-81,8,1940,7,14,2
132963208139815405,-81,9,1941,7,14,2
132963208140608785,-81,8,1942,7,14,2
132963208141089702,-82,8,1943,7,14,2
132963208142026919,-81,8,1944,7,14,2
132963208142819107,-82,8,1945,7,14,2
132963208143590335,-83,9,1946,7,14,2
132963208144131686,-83,9,1947,7,14,2
132963208145011096,-83,8,1948,7,14,2
132963208145769142,-83,8,1949,7,14,2
132963208146307184,-83,9,1950,7,14,2
132963208146958993,-83,9,1951,7,14,2
132963208147835624,-83,9,1952,7,14,2
132963208148337178,-82,9,1953,7,14,2
132963208149278585,-82,8,1954,7,14,2
132963208150317250,-82,9,1955,7,14,2
132963208150895713,-82,8,1956,7,14,2
