Timestamp,Rssi,Snr,SequenceNumber,SpreadingFactor,TxPower,Bandwidth
132963206802827936,-68,8,140,10,14,2
132963206803827712,-70,8,141,10,14,2
132963206804623748,-66,9,142,10,14,2
132963206805199554,-64,9,143,10,14,2
132963206805679976,-63,9,144,10,14,2
132963206806366942,-62,9,145,10,14,2
132963206807116404,-64,9,146,10,14,2
132963206807869776,-65,8,147,10,14,2
132963206809103988,-63,9,148,10,14,2
132963206809780971,-65,8,149,10,14,2
132963206810519973,-63,9,150,10,14,2
132963206811231678,-66,9,151,10,14,2
132963206811927727,-66,9,152,10,14,2
132963206812415132,-67,8,153,10,14,2
132963206813483309,-68,9,154,10,14,2
132963206814225895,-70,8,155,10,14,2
132963206814969073,-69,9,156,10,14,2
132963206815705621,-75,8,157,10,14,2
132963206816508401,-74,8,158,10,14,2
132963206817179240,-79,8,159,10,14,2
132963206817949880,-72,9,160,10,14,2
132963206818655390,-72,9,161,10,14,2
132963206820410758,-72,9,162,10,14,2
132963206820820202,-72,8,163,10,14,2
132963206821142843,-67,9,164,10,14,2
132963206821525271,-68,9,165,10,14,2
132963206822395602,-73,8,166,10,14,2
132963206822819165,-79,9,167,10,14,2
132963206823445110,-69,9,168,10,14,2
132963206824210973,-65,9,169,10,14,2
132963206825132451,-63,9,170,10,14,2
132963206826158230,-62,9,171,10,14,2
132963206826908084,-61,9,172,10,14,2
132963206827577983,-61,8,173,10,14,2
132963206828337227,-60,8,174,10,14,2
132963206829092623,-62,9,175,10,14,2
132963206829914383,-62,9,176,10,14,2
132963206830558678,-60,8,177,10,14,2
132963206831286983,-59,9,178,10,14,2
132963206832186686,-59,9,179,10,14,2
132963206832720020,-60,8,180,10,14,2
132963206833136135,-61,9,181,10,14,2
132963206834358741,-65,9,182,10,14,2
132963206835150244,-65,9,183,10,14,2
132963206835736802,-66,9,184,10,14,2
132963206836541944,-62,9,185,10,14,2
132963206837140026,-62,9,186,10,14,2
132963206837564625,-64,9,187,10,14,2
132963206838735506,-62,9,188,10,14,2
132963206839555810,-62,9,189,10,14,2
132963206840310592,-65,9,190,10,14,2
132963206840948701,-65,9,191,10,14,2
132963206841773988,-68,9,192,10,14,2
132963206842537560,-69,9,193,10,14,2
132963206843153030,-69,9,194,10,14,2
132963206843896808,-64,9,195,10,14,2
132963206844566714,-62,9,196,10,14,2
132963206844998594,-63,9,197,10,14,2
132963206846143063,-63,10,198,10,14,2
132963206846892807,-62,10,199,10,14,2
132963206847572610,-62,9,200,10,14,2
132963206848463079,-61,10,201,10,14,2
132963206849589067,-61,10,202,10,14,2
132963206849890247,-63,8,203,10,14,2
132963206850453033,-65,9,204,10,14,2
132963206851022288,-65,9,205,10,14,2
132963206851711893,-63,9,206,10,14,2
132963206852853252,-63,9,207,10,14,2
132963206853546571,-63,9,208,10,14,2
132963206854365202,-62,9,209,10,14,2
132963206855022557,-63,9,210,10,14,2
132963206855792953,-65,9,211,10,14,2
132963206856578099,-65,9,212,10,14,2
132963206857343943,-64,9,213,10,14,2
132963206857680872,-66,9,214,10,14,2
132963206858747991,-68,9,215,10,14,2
132963206859545138,-66,9,216,10,14,2
132963206860302233,-70,9,217,10,14,2
132963206860946188,-70,9,218,10,14,2
132963206861751287,-71,9,219,10,14,2
132963206862509083,-79,9,220,10,14,2
132963206863190499,-72,9,221,10,14,2
132963206864196323,-71,9,222,10,14,2
132963206864858079,-66,9,223,10,14,2
132963206865549170,-67,9,224,10,14,2
132963206866163367,-68,9,225,10,14,2
132963206866911519,-77,8,226,10,14,2
132963206867707182,-74,7,227,10,14,2
132963206868547852,-74,9,228,10,14,2
132963206869135754,-73,9,229,10,14,2
132963206869970004,-74,9,230,10,14,2
132963206870604667,-72,9,231,10,14,2
132963206871393851,-69,9,232,10,14,2
132963206872123602,-66,8,233,10,14,2
132963206872930226,-67,9,234,10,14,2
132963206873499812,-66,9,235,10,14,2
132963206874042737,-69,8,236,10,14,2
132963206874671953,-70,8,237,10,14,2
132963206875881706,-72,8,238,10,14,2
132963206876538328,-75,9,239,10,14,2
132963206877319173,-78,8,240,10,14,2
132963206878086527,-77,8,241,10,14,2
132963206879114508,-95,7,242,10,14,2
132963206879686740,-79,9,243,10,14,2
132963206880682529,-75,8,244,10,14,2
132963206881213273,-73,9,245,10,14,2
132963206881887853,-73,9,246,10,14,2
132963206882550386,-75,9,247,10,14,2
132963206882988682,-71,9,248,10,14,2
132963206883598727,-79,8,249,10,14,2
132963206884711161,-77,9,250,10,14,2
132963206885476999,-89,7,251,10,14,2
132963206886254391,-77,9,252,10,14,2
132963206887011127,-76,8,253,10,14,2
132963206887676195,-72,9,254,10,14,2
132963206888448515,-69,9,255,10,14,2
132963206889203510,-72,9,256,10,14,2
132963206889852706,-70,8,257,10,14,2
132963206890258961,-73,9,258,10,14,2
132963206891000730,-69,9,259,10,14,2
132963206891956187,-68,9,260,10,14,2
132963206892825300,-67,9,261,10,14,2
132963206893877668,-66,9,262,10,14,2
132963206894475824,-66,9,263,10,14,2
132963206895097182,-66,10,264,10,14,2
132963206895502777,-69,9,265,10,14,2
132963206896541819,-69,9,266,10,14,2
132963206896995057,-69,9,267,10,14,2
132963206897667101,-69,9,268,10,14,2
132963206898612040,-69,10,269,10,14,2
132963206899609058,-68,9,270,10,14,2
132963206900388538,-69,9,271,10,14,2
132963206901060577,-67,8,272,10,14,2
132963206901844465,-70,8,273,10,14,2
132963206902487770,-70,9,274,10,14,2
132963206903340792,-68,9,275,10,14,2
132963206904016911,-69,9,276,10,14,2
132963206904786383,-67,8,277,10,14,2
132963206905542316,-69,10,278,10,14,2
132963206906251613,-69,9,279,10,14,2
132963206907146488,-75,9,280,10,14,2
132963206907766596,-73,10,281,10,14,2
132963206909165909,-69,9,283,10,14,2
132963206910012616,-68,8,284,10,14,2
132963206910719994,-67,8,285,10,14,2
132963206911485605,-67,8,286,10,14,2
132963206912158899,-71,9,287,10,14,2
132963206912584066,-71,8,288,10,14,2
132963206913262588,-80,9,289,10,14,2
132963206913985166,-71,9,290,10,14,2
132963206915198955,-74,9,291,10,14,2
132963206915876380,-70,9,292,10,14,2
132963206916562914,-71,8,293,10,14,2
132963206917470626,-70,9,294,10,14,2
132963206918112800,-75,9,295,10,14,2
132963206918944650,-74,9,296,10,14,2
132963206919604121,-73,9,297,10,14,2
132963206920368077,-72,9,298,10,14,2
132963206921103650,-70,9,299,10,14,2
132963206921860279,-70,8,300,10,14,2
132963206922214659,-71,9,301,10,14,2
132963206923329416,-73,9,302,10,14,2
